,P,Exp P,Log P,Log Exp P
1429,0.2174498430402237,0.2574,0.663,0.589
5691,0.2175566846112187,0.2575,0.662,0.589
6694,0.2178865988907103,0.258,0.662,0.588
3179,0.2180505341425043,0.2583,0.661,0.588
817,0.2182934936405729,0.2586,0.661,0.587
5735,0.2186245415220785,0.2588,0.66,0.587
8418,0.2188420052398058,0.2592,0.66,0.586
1616,0.2190960244360641,0.2597,0.659,0.586
6245,0.2193746474494949,0.2598,0.659,0.585
4429,0.2195696995610659,0.2599,0.658,0.585
9283,0.2199249609634546,0.2604,0.658,0.584
8721,0.2200575557507065,0.2606,0.657,0.584
4018,0.2202864089364214,0.261,0.657,0.583
1746,0.2205610410072807,0.2616,0.656,0.582
9581,0.2212034157753242,0.262,0.655,0.582
3337,0.221474710192811,0.2622,0.655,0.581
6656,0.2217615553418506,0.2623,0.654,0.581
7803,0.2220955988334576,0.2625,0.653,0.581
3547,0.2225479437278709,0.2628,0.653,0.58
2169,0.2226952617820752,0.2629,0.652,0.58
7518,0.2230482112807063,0.2634,0.652,0.579
5542,0.223104293924951,0.2635,0.651,0.579
8857,0.2235005199577011,0.264,0.651,0.578
984,0.223719599163083,0.2642,0.65,0.578
7292,0.2241448708659656,0.2645,0.649,0.578
3470,0.224294170312136,0.2646,0.649,0.577
6945,0.2245969204734432,0.2652,0.649,0.576
1143,0.2246950134411482,0.2654,0.648,0.576
4383,0.2250857083934896,0.2658,0.648,0.575
7436,0.2252198155130131,0.2659,0.647,0.575
4934,0.2256947517838637,0.2664,0.646,0.574
8538,0.2262603301407447,0.2669,0.645,0.574
6814,0.2262990768220137,0.267,0.645,0.573
6489,0.2267295885382168,0.2675,0.644,0.573
1620,0.2268574307208784,0.2677,0.644,0.572
3892,0.2274840357412314,0.268,0.643,0.572
5061,0.2275833892266032,0.2683,0.643,0.571
5732,0.2277930177898874,0.2686,0.642,0.571
9253,0.2279896146081473,0.2689,0.642,0.57
5989,0.2283125130701963,0.2692,0.641,0.57
9905,0.2288791991394762,0.2695,0.64,0.569
143,0.2294107522360702,0.2701,0.639,0.568
5368,0.2300590043933626,0.2706,0.638,0.568
843,0.2302869703999435,0.2708,0.638,0.567
4700,0.2305350569584127,0.2709,0.637,0.567
3794,0.2307418270735368,0.2714,0.637,0.566
7866,0.2309580280614789,0.2717,0.636,0.566
476,0.2312842542832465,0.272,0.636,0.565
5996,0.2315394376007737,0.2725,0.635,0.565
2563,0.231539871596324,0.2726,0.635,0.564
8130,0.2319456794269873,0.2733,0.635,0.563
4657,0.2321442220438891,0.2735,0.634,0.563
5260,0.2323253091299056,0.2739,0.634,0.562
1719,0.2326759571068783,0.2742,0.633,0.562
9153,0.2328899791210819,0.2745,0.633,0.561
2120,0.2331295213092385,0.2747,0.632,0.561
4857,0.2336875544449954,0.2751,0.631,0.561
2936,0.2337111217771877,0.2752,0.631,0.56
531,0.2341588204568705,0.2758,0.63,0.559
3845,0.2346409891142764,0.2764,0.63,0.558
4052,0.2349214824867088,0.2766,0.629,0.558
4197,0.2354115021518222,0.2769,0.628,0.558
8268,0.2359467882886792,0.2771,0.627,0.557
7082,0.2367432822498351,0.2777,0.626,0.556
9623,0.2370609795265545,0.278,0.625,0.556
5808,0.2371641630719053,0.2783,0.625,0.555
1502,0.2375904889837127,0.2789,0.624,0.555
7576,0.2376392927953154,0.279,0.624,0.554
3166,0.2379578769898426,0.2792,0.623,0.554
9427,0.2380695039584502,0.2796,0.623,0.553
5291,0.2385077058256386,0.28,0.622,0.553
5553,0.2385740217924771,0.2803,0.622,0.552
3335,0.2390827460462559,0.2806,0.621,0.552
4435,0.2392892778962587,0.2809,0.621,0.551
3055,0.239647248480241,0.2814,0.62,0.551
9819,0.239742554894012,0.2816,0.62,0.55
7398,0.2402062635000272,0.2822,0.619,0.549
2178,0.2407285334628992,0.2826,0.618,0.549
6951,0.2409019141108507,0.2829,0.618,0.548
8283,0.2413369580663763,0.2835,0.617,0.547
3366,0.2418020921893646,0.2842,0.617,0.546
6481,0.2420617715426071,0.2845,0.616,0.546
9674,0.2423789644540014,0.2848,0.616,0.545
4868,0.2424727577109093,0.2849,0.615,0.545
9065,0.2431322223767648,0.2854,0.614,0.545
8866,0.2431980269279361,0.2855,0.614,0.544
2525,0.2435642163726802,0.2857,0.613,0.544
9574,0.2438187174213869,0.2861,0.613,0.543
6914,0.2441088120869697,0.2865,0.612,0.543
7032,0.2446216449394399,0.2868,0.612,0.542
5314,0.244705569331823,0.2869,0.611,0.542
709,0.2450161606585969,0.2875,0.611,0.541
4965,0.2452477326156463,0.2878,0.61,0.541
7019,0.2454812403382594,0.2881,0.61,0.54
6463,0.2459381426646429,0.2887,0.609,0.54
1992,0.2459606029869463,0.2888,0.609,0.539
4907,0.2462471385078403,0.2895,0.609,0.538
4862,0.246336362178582,0.2897,0.608,0.538
7017,0.2469317503379819,0.2901,0.607,0.537
327,0.247462455084518,0.2904,0.606,0.537
8370,0.2479648442617747,0.2908,0.606,0.536
6034,0.2482544102965696,0.2909,0.605,0.536
6132,0.2486836959576732,0.2913,0.604,0.536
8067,0.2488798387074,0.2915,0.604,0.535
9832,0.2491272764055855,0.2921,0.604,0.534
7915,0.2492021215523119,0.2922,0.603,0.534
5631,0.2497632549724056,0.2926,0.602,0.534
4020,0.2498631441153925,0.2928,0.602,0.533
5178,0.2503336101184649,0.2934,0.601,0.533
1555,0.2503982680103429,0.2935,0.601,0.532
4316,0.2507707376123557,0.2942,0.601,0.531
2458,0.2509294491315058,0.2944,0.6,0.531
6486,0.2513381053571466,0.2948,0.6,0.53
2223,0.2514875410407133,0.295,0.599,0.53
3103,0.2517054434540354,0.2955,0.599,0.529
415,0.2521935663215016,0.2958,0.598,0.529
3932,0.2524974192544005,0.2962,0.598,0.528
2952,0.252765040452918,0.2965,0.597,0.528
5381,0.2529905230499535,0.2969,0.597,0.527
1780,0.253362663133978,0.297,0.596,0.527
4325,0.2539195452972472,0.2975,0.595,0.527
5418,0.2539412273300849,0.2976,0.595,0.526
203,0.2541300219550527,0.2982,0.595,0.525
9793,0.2544375709025297,0.2985,0.594,0.525
9809,0.2548407289663718,0.2989,0.594,0.524
345,0.2550377638914377,0.2992,0.593,0.524
4757,0.2552320765312986,0.2996,0.593,0.523
903,0.2555791990268046,0.3,0.592,0.523
2810,0.2559251262689445,0.3003,0.592,0.522
3676,0.2563758434417887,0.3008,0.591,0.522
4391,0.2568007605728598,0.301,0.59,0.521
393,0.2573531880504713,0.3015,0.589,0.521
763,0.2579810522258996,0.3017,0.588,0.52
8070,0.2584083169201042,0.3024,0.588,0.519
666,0.2585680768753795,0.3025,0.587,0.519
5212,0.2591230353311563,0.303,0.586,0.519
1002,0.2591728460731612,0.3031,0.586,0.518
296,0.259814803736912,0.3038,0.585,0.517
3596,0.2603587645007218,0.3045,0.584,0.516
3205,0.2608680715537122,0.3052,0.584,0.515
9522,0.2609628755897629,0.3053,0.583,0.515
3218,0.26135676231547,0.3059,0.583,0.514
8101,0.2615199122627085,0.3063,0.582,0.514
4648,0.262035637374625,0.3066,0.582,0.513
832,0.2624852638680099,0.3068,0.581,0.513
9327,0.262737014374342,0.3071,0.58,0.513
2323,0.26278538280325,0.3073,0.58,0.512
7914,0.2634317375158026,0.3078,0.579,0.512
5540,0.2634753561555848,0.308,0.579,0.511
4294,0.2640584722658503,0.3082,0.578,0.511
9815,0.264554108297731,0.3083,0.577,0.511
6455,0.2649547437863541,0.3087,0.577,0.51
9827,0.2652516874018394,0.3088,0.576,0.51
3318,0.2659056722622748,0.3093,0.575,0.51
8837,0.2660260485665494,0.3094,0.575,0.509
9398,0.2664706630605927,0.3097,0.574,0.509
3050,0.2668294363824565,0.3101,0.574,0.508
5160,0.2670821567413503,0.3105,0.573,0.508
7147,0.2673442871250289,0.3109,0.573,0.507
5251,0.267616821383827,0.3115,0.572,0.507
9453,0.2676253315434425,0.3116,0.572,0.506
2510,0.2682872314762925,0.3122,0.571,0.506
6874,0.2682889580766369,0.3123,0.571,0.505
8351,0.268752781736192,0.313,0.571,0.504
5206,0.2689434102695688,0.3131,0.57,0.504
9308,0.2695752562911346,0.3137,0.569,0.503
6080,0.2701477706937061,0.3143,0.568,0.503
4947,0.2702908798050216,0.3145,0.568,0.502
6919,0.2707675732453986,0.3152,0.567,0.501
5559,0.2712818776120946,0.3159,0.567,0.5
3745,0.2716603658878592,0.316,0.566,0.5
9005,0.2721337796997259,0.3165,0.565,0.5
9354,0.2721538829079895,0.3166,0.565,0.499
4036,0.2726938430563786,0.3171,0.564,0.499
1407,0.2727825355615033,0.3174,0.564,0.498
3239,0.2732206492756378,0.318,0.563,0.498
7921,0.2733579361669808,0.3181,0.563,0.497
3825,0.2741067905094272,0.3187,0.562,0.497
3878,0.2741439013134222,0.3188,0.562,0.496
1417,0.2748863724030836,0.3193,0.561,0.496
3709,0.2750872978824951,0.3196,0.561,0.495
473,0.2751894248721925,0.3197,0.56,0.495
4914,0.2754757176898755,0.3203,0.56,0.494
4694,0.2757422829594343,0.3205,0.559,0.494
3178,0.2763175007072456,0.321,0.559,0.493
436,0.2765350083727743,0.3212,0.558,0.493
9979,0.2771324022387441,0.3218,0.557,0.492
4282,0.2776576926071211,0.3223,0.556,0.492
8577,0.277763383146531,0.3225,0.556,0.491
3248,0.2784196544873505,0.323,0.555,0.491
9233,0.2786735842778993,0.3233,0.555,0.49
3070,0.2789433853216219,0.3238,0.554,0.49
8746,0.2790908034524791,0.324,0.554,0.489
431,0.2797414027123853,0.3243,0.553,0.489
2235,0.279996317935587,0.3248,0.553,0.488
4172,0.2803311959992542,0.3253,0.552,0.488
5273,0.2809185012111166,0.3255,0.551,0.487
9115,0.281539626720149,0.3262,0.55,0.487
8038,0.2816021686185352,0.3263,0.55,0.486
6103,0.2820229940220039,0.327,0.55,0.485
5887,0.2822425096460816,0.3272,0.549,0.485
6593,0.2830662487194837,0.3274,0.548,0.485
8043,0.2831995996088697,0.3278,0.548,0.484
9589,0.2838026360606433,0.3285,0.547,0.483
9056,0.2841543263095793,0.3288,0.546,0.483
2642,0.2847314432968841,0.3293,0.546,0.482
2230,0.2848064098270736,0.3294,0.545,0.482
7449,0.285216783239294,0.33,0.545,0.481
7834,0.2854678329202311,0.3304,0.544,0.481
3831,0.2857134609875143,0.3308,0.544,0.48
411,0.2862718623302893,0.3314,0.543,0.48
4938,0.2863779595546438,0.3316,0.543,0.479
6589,0.2867857272580988,0.332,0.542,0.479
9457,0.2870977385809009,0.3323,0.542,0.478
7841,0.2874376418242942,0.3326,0.541,0.478
9860,0.2877772589559152,0.3331,0.541,0.477
5334,0.2882394438280071,0.3335,0.54,0.477
685,0.288886719355255,0.3339,0.539,0.476
3830,0.2894530014566546,0.3344,0.538,0.476
7430,0.2898246394925538,0.3346,0.538,0.475
4952,0.2903705560151232,0.3347,0.537,0.475
6599,0.2907581884893556,0.3353,0.536,0.475
6704,0.2908057973887698,0.3354,0.536,0.474
5501,0.2914398061247051,0.3359,0.535,0.474
878,0.2916888668705218,0.3362,0.535,0.473
5042,0.2921606191571892,0.3366,0.534,0.473
1605,0.2927420328050286,0.3369,0.534,0.472
475,0.2927797874197244,0.3371,0.533,0.472
7170,0.2931970940489503,0.3377,0.533,0.471
104,0.2934725817395434,0.338,0.532,0.471
653,0.2938289276316452,0.3385,0.532,0.47
6012,0.2941495457636908,0.339,0.531,0.47
3392,0.2943029231628287,0.3393,0.531,0.469
9918,0.2948335630436257,0.34,0.53,0.469
8375,0.2948689578293318,0.3401,0.53,0.468
886,0.2956240929380593,0.3407,0.529,0.468
5156,0.2958859718860332,0.3409,0.529,0.467
995,0.296265684431705,0.3411,0.528,0.467
972,0.2964630926841063,0.3416,0.528,0.466
9587,0.2968372033759741,0.342,0.527,0.466
5473,0.296979052984673,0.3424,0.527,0.465
6095,0.2975416004676131,0.343,0.526,0.465
5303,0.2979212473805973,0.3432,0.526,0.464
8199,0.2982911778611375,0.3437,0.525,0.464
1298,0.2984712412268681,0.344,0.525,0.463
7326,0.2989368397618845,0.3443,0.524,0.463
2324,0.2996153745358907,0.3448,0.523,0.462
9519,0.30012531338221,0.3456,0.523,0.461
2990,0.3003393267176726,0.3458,0.522,0.461
1454,0.3009722173021863,0.3464,0.521,0.46
889,0.3016636335520007,0.3468,0.52,0.46
7859,0.3021528037540085,0.3472,0.52,0.459
3113,0.3024279213578796,0.3475,0.519,0.459
4997,0.3028251864570703,0.348,0.519,0.458
4098,0.3032496047646124,0.3482,0.518,0.458
4809,0.3038971115119784,0.3488,0.517,0.457
9568,0.3043813880874905,0.3496,0.517,0.456
6602,0.3045464152032192,0.3498,0.516,0.456
8966,0.3049029131733109,0.3504,0.516,0.455
8624,0.3051513190311777,0.3508,0.515,0.455
6696,0.3058639141430687,0.3512,0.514,0.454
1660,0.30665851025536,0.3516,0.513,0.454
4423,0.3069107901957162,0.352,0.513,0.453
5191,0.3074477883728225,0.3527,0.512,0.453
4970,0.3074848158471331,0.3528,0.512,0.452
5524,0.3079529846143146,0.3536,0.512,0.451
171,0.3080176059783767,0.3537,0.511,0.451
5775,0.3086779040969856,0.3545,0.51,0.45
8511,0.3094765814996696,0.3552,0.509,0.45
2503,0.3096749151373347,0.3553,0.509,0.449
2440,0.3101661681891158,0.356,0.508,0.449
77,0.3101808729365591,0.3561,0.508,0.448
6821,0.3108279867202838,0.3567,0.507,0.448
1539,0.3108617600954981,0.3569,0.507,0.447
1456,0.3115908471347268,0.3577,0.506,0.446
1788,0.3123841099157679,0.3584,0.505,0.446
5209,0.3125013115817504,0.3586,0.505,0.445
5534,0.3131272189815614,0.3592,0.504,0.445
8063,0.313138554884465,0.3594,0.504,0.444
7960,0.3140216755363798,0.3598,0.503,0.444
2310,0.3144710863086248,0.3602,0.502,0.443
8471,0.3151732402442708,0.361,0.501,0.442
644,0.3158732180730898,0.3616,0.5,0.442
6193,0.316212218283309,0.3619,0.5,0.441
2003,0.316644049441686,0.3623,0.499,0.441
1820,0.3170547855011386,0.3627,0.499,0.44
7618,0.3173432373371956,0.363,0.498,0.44
9034,0.3178865214719712,0.3635,0.498,0.439
1716,0.3182502954413911,0.3637,0.497,0.439
2972,0.3187935013372106,0.364,0.496,0.439
4658,0.3189942390252652,0.3644,0.496,0.438
1444,0.3192745107730016,0.3652,0.496,0.437
4717,0.3195543592480913,0.3654,0.495,0.437
3827,0.3202775866878076,0.3659,0.494,0.437
5552,0.3203973217747468,0.3661,0.494,0.436
6620,0.3210065170246296,0.3666,0.493,0.436
4827,0.3211908512618874,0.3669,0.493,0.435
4381,0.3217487948460111,0.367,0.492,0.435
3809,0.3224983957330079,0.3676,0.491,0.435
5499,0.3226001266230748,0.3678,0.491,0.434
6899,0.3235025210806191,0.3685,0.49,0.434
9258,0.3236293327117123,0.3686,0.49,0.433
3287,0.3240877453869426,0.3693,0.489,0.433
3507,0.3241526812034822,0.3695,0.489,0.432
6503,0.3245106460407015,0.3703,0.489,0.431
4433,0.3247140795117155,0.3708,0.488,0.431
1041,0.3253471118703006,0.3712,0.488,0.43
6137,0.3254826596568222,0.3713,0.487,0.43
2791,0.3260370526423967,0.372,0.487,0.429
7804,0.326274076036205,0.3722,0.486,0.429
7689,0.3269807611756727,0.3728,0.485,0.429
2716,0.3270531027996824,0.3729,0.485,0.428
5347,0.3281264291561149,0.3735,0.484,0.428
7336,0.3288671391025177,0.3736,0.483,0.428
9646,0.3290278107440436,0.3737,0.483,0.427
1110,0.3292365573749936,0.374,0.482,0.427
6726,0.3296828283378683,0.3746,0.482,0.426
3684,0.3301047847709579,0.375,0.481,0.426
115,0.3302575048283622,0.3755,0.481,0.425
834,0.3307568680130493,0.3761,0.48,0.425
9949,0.3311852852003077,0.3763,0.48,0.424
6315,0.3318713257490734,0.3767,0.479,0.424
5690,0.3323277286595417,0.3771,0.478,0.424
5057,0.3323380293524047,0.3772,0.478,0.423
4702,0.3333491706142941,0.378,0.477,0.423
8811,0.3335231976926641,0.3781,0.477,0.422
4311,0.3341239154238707,0.3785,0.476,0.422
6206,0.3347452095713223,0.3788,0.475,0.422
5155,0.3348001034529638,0.3789,0.475,0.421
5431,0.335355585264031,0.3794,0.474,0.421
9355,0.3356613784074961,0.3798,0.474,0.42
1632,0.3362443575495757,0.3804,0.473,0.42
6320,0.3365585562431678,0.3807,0.473,0.419
6953,0.3370114325703316,0.3809,0.472,0.419
559,0.3376924954052145,0.3814,0.471,0.419
3445,0.3378301469743694,0.3816,0.471,0.418
6497,0.3385615796235992,0.3824,0.47,0.417
1507,0.3395862706693164,0.383,0.469,0.417
7003,0.3397016438980717,0.3833,0.469,0.416
463,0.3402407239581349,0.3834,0.468,0.416
5467,0.340850505408347,0.3842,0.467,0.415
6736,0.3417952817010625,0.3849,0.466,0.415
2811,0.3418401088071516,0.3851,0.466,0.414
133,0.3423882259163331,0.3854,0.465,0.414
9152,0.3430306148040427,0.386,0.465,0.413
5019,0.343269078057391,0.3863,0.464,0.413
1018,0.3439745285891086,0.3867,0.463,0.413
9773,0.3441376958591108,0.3869,0.463,0.412
1500,0.3447963360425025,0.3877,0.462,0.412
7232,0.3449080491728252,0.3878,0.462,0.411
6557,0.3453890842417364,0.3886,0.462,0.41
3852,0.3456591699536238,0.3891,0.461,0.41
9737,0.3461054061383618,0.3895,0.461,0.409
8057,0.3465301677084623,0.3896,0.46,0.409
6323,0.3472349940386984,0.3904,0.459,0.408
9401,0.347931307817131,0.3913,0.459,0.407
6154,0.347976573476972,0.3914,0.458,0.407
1705,0.3484259232044354,0.3922,0.458,0.406
3679,0.3487801822837443,0.3927,0.457,0.406
3281,0.3491554384901892,0.3931,0.457,0.405
1480,0.3496224300887836,0.3938,0.456,0.405
1365,0.3496872919873712,0.3941,0.456,0.404
918,0.350351859805302,0.395,0.455,0.403
7946,0.3513776592620031,0.3956,0.454,0.403
6686,0.3516083845939648,0.3959,0.454,0.402
5179,0.3521690856663406,0.3962,0.453,0.402
6235,0.3526513954513772,0.3968,0.453,0.401
416,0.3528051729263048,0.3969,0.452,0.401
26,0.3531385437625824,0.3977,0.452,0.4
5031,0.3536560052112679,0.3979,0.451,0.4
2396,0.3541658805119423,0.3986,0.451,0.399
3353,0.3544132082892883,0.3993,0.45,0.399
9856,0.3545537069394593,0.3995,0.45,0.398
5740,0.3554697646206256,0.4002,0.449,0.398
3717,0.3558989488477874,0.4005,0.449,0.397
3383,0.3560576017595146,0.4007,0.448,0.397
8124,0.3570488313749099,0.4012,0.447,0.397
882,0.357226907504151,0.4014,0.447,0.396
2993,0.3577231532070991,0.4018,0.446,0.396
8026,0.3582115287709664,0.4023,0.446,0.395
5008,0.3585504826401738,0.4027,0.445,0.395
3985,0.3593638257885664,0.4032,0.444,0.394
7394,0.3602113940943195,0.4042,0.443,0.393
8863,0.3611264879837019,0.405,0.442,0.393
212,0.3611596173814334,0.4051,0.442,0.392
1687,0.3618301798438852,0.4058,0.441,0.392
9880,0.3620092816435331,0.406,0.441,0.391
5105,0.3624765106328623,0.407,0.441,0.39
7103,0.3628060965814997,0.4072,0.44,0.39
3821,0.3635265308129557,0.4075,0.439,0.39
6189,0.3641768112913801,0.4079,0.439,0.389
647,0.3644756525887541,0.4081,0.438,0.389
4885,0.3653222548195483,0.4086,0.437,0.389
30,0.3654106736759734,0.4088,0.437,0.388
7883,0.3660197851678355,0.4093,0.436,0.388
831,0.3664556173120437,0.4098,0.436,0.387
6022,0.3669926169843938,0.4101,0.435,0.387
8087,0.3678199582026717,0.4107,0.434,0.386
615,0.368604654501222,0.4115,0.433,0.386
4086,0.3686688123881666,0.4117,0.433,0.385
7088,0.3696850749399535,0.4126,0.432,0.384
1805,0.370330007077422,0.4134,0.431,0.384
8614,0.3705478237304981,0.4136,0.431,0.383
5865,0.3711824633875252,0.4143,0.43,0.383
4431,0.371486062235256,0.4145,0.43,0.382
3215,0.3721920907637611,0.4154,0.429,0.382
2468,0.3722129888303869,0.4155,0.429,0.381
2930,0.3728702176334596,0.416,0.428,0.381
5247,0.373216264120342,0.4164,0.428,0.38
8468,0.3736856870352033,0.4167,0.427,0.38
1845,0.3742490774908669,0.4174,0.427,0.379
4336,0.3746732732974053,0.4181,0.426,0.379
9760,0.37481174751583,0.4184,0.426,0.378
7182,0.3756285710869573,0.4189,0.425,0.378
6713,0.3758195030577537,0.4193,0.425,0.377
4898,0.3762767670256642,0.4199,0.424,0.377
2689,0.376613744801906,0.4203,0.424,0.376
5640,0.3774759287046777,0.421,0.423,0.376
1040,0.3777639700317626,0.4213,0.423,0.375
537,0.3780783067960581,0.4217,0.422,0.375
5682,0.3786590244287724,0.4222,0.422,0.374
6399,0.378972550776361,0.4224,0.421,0.374
2251,0.3797833060292636,0.4229,0.42,0.374
3941,0.3799591908839781,0.4232,0.42,0.373
1340,0.3806654154373009,0.4235,0.419,0.373
5519,0.3813287915914684,0.4242,0.419,0.372
858,0.3815048200215265,0.4244,0.418,0.372
7156,0.3822318217251345,0.4252,0.418,0.371
556,0.382397266176986,0.4255,0.417,0.371
910,0.3830952525198513,0.4261,0.417,0.37
9070,0.3834932760860234,0.4264,0.416,0.37
3692,0.3841531160676835,0.427,0.415,0.37
820,0.3842066537400997,0.4271,0.415,0.369
3031,0.3848138375588865,0.4281,0.415,0.368
4133,0.3851302294420473,0.4283,0.414,0.368
8126,0.3858662445081728,0.4291,0.414,0.367
8373,0.3859928689308171,0.4292,0.413,0.367
924,0.3865246282189088,0.4301,0.413,0.366
968,0.3869455689107713,0.4304,0.412,0.366
3982,0.3881402042067723,0.4311,0.411,0.365
7293,0.3886770303089701,0.4315,0.41,0.365
2841,0.389764524870554,0.4321,0.409,0.364
7060,0.3903975488444969,0.4328,0.408,0.364
8592,0.3908510503063737,0.4331,0.408,0.363
8150,0.3913361100261805,0.4337,0.407,0.363
2790,0.3920478213466032,0.4341,0.407,0.362
6473,0.3921978355194901,0.4344,0.406,0.362
2782,0.3929611291399661,0.4351,0.406,0.361
5143,0.3931344682848714,0.4354,0.405,0.361
5646,0.3940621341817468,0.4361,0.404,0.36
3285,0.3950461149514569,0.4371,0.403,0.359
3087,0.3958141571034367,0.4381,0.403,0.358
4849,0.3960486460163656,0.4382,0.402,0.358
1981,0.3964692189715411,0.4391,0.402,0.357
1810,0.3967603618412054,0.4394,0.401,0.357
1923,0.397696619393758,0.4401,0.4,0.356
3098,0.398993374094596,0.4409,0.399,0.356
7132,0.3992293012668891,0.4411,0.399,0.355
4022,0.3995334133900696,0.4415,0.398,0.355
2931,0.4004159940942035,0.442,0.397,0.355
3839,0.4005995648911573,0.4421,0.397,0.354
9134,0.4013849873339219,0.4428,0.396,0.354
8697,0.4014715859707732,0.4431,0.396,0.353
3354,0.4023455471797837,0.444,0.395,0.353
8294,0.4027365015100472,0.4442,0.395,0.352
6960,0.4031985174599491,0.4446,0.394,0.352
9732,0.4036611491534335,0.4452,0.394,0.351
3964,0.4042488020140538,0.4457,0.393,0.351
3109,0.4047277177671445,0.4462,0.393,0.35
4313,0.4050633054145979,0.4468,0.392,0.35
2148,0.4053186098871635,0.4472,0.392,0.349
9198,0.4060924878254354,0.448,0.391,0.349
3110,0.4066592003409668,0.4483,0.391,0.348
4887,0.4070627865443726,0.4486,0.39,0.348
598,0.4076665233481449,0.4493,0.39,0.347
3282,0.4078884849478775,0.4494,0.389,0.347
9342,0.4087014858229728,0.4503,0.389,0.346
6392,0.4091059469458744,0.4505,0.388,0.346
9142,0.4097507288082554,0.4512,0.387,0.346
1622,0.4099055527043865,0.4514,0.387,0.345
5962,0.4107307559002267,0.4524,0.386,0.344
391,0.4118062184457493,0.4532,0.385,0.344
6780,0.4121590223653214,0.4535,0.385,0.343
854,0.4126599268141026,0.4541,0.384,0.343
2511,0.4131985274797642,0.4545,0.384,0.342
5472,0.4137379262116516,0.4551,0.383,0.342
2345,0.4141563324863808,0.4556,0.383,0.341
3922,0.4146047600884175,0.456,0.382,0.341
4824,0.4149376015669652,0.4566,0.382,0.34
5999,0.415513498443057,0.457,0.381,0.34
2374,0.4162913431268823,0.4577,0.381,0.339
6096,0.4165391594746213,0.4578,0.38,0.339
9616,0.4174059530105078,0.4585,0.379,0.339
9259,0.4176632415183132,0.4587,0.379,0.338
3617,0.4184119203475919,0.4593,0.378,0.338
3689,0.4191073717570422,0.4598,0.378,0.337
5610,0.419583932867056,0.4605,0.377,0.337
7931,0.4202616125231468,0.4607,0.376,0.337
8839,0.4205067924324226,0.4608,0.376,0.336
3114,0.4212542516801352,0.4613,0.375,0.336
1364,0.4214665240015076,0.4619,0.375,0.335
2442,0.4221875110928192,0.4622,0.374,0.335
2415,0.4232688364018935,0.4629,0.373,0.335
4850,0.4234314783029346,0.463,0.373,0.334
3846,0.4242096790546268,0.4635,0.372,0.334
4256,0.4245899463412667,0.464,0.372,0.333
3738,0.4251141407990928,0.4642,0.371,0.333
6186,0.4261157019536418,0.4649,0.37,0.333
3674,0.4262035227407171,0.4651,0.37,0.332
1887,0.4271115019581927,0.4661,0.369,0.332
4255,0.4272124003526993,0.4662,0.369,0.331
4584,0.4278420471192993,0.4672,0.369,0.33
6106,0.4285145872783233,0.4674,0.368,0.33
2970,0.4289886768024397,0.4683,0.368,0.329
5654,0.4291278224268215,0.4684,0.367,0.329
3430,0.4298639688240885,0.4694,0.367,0.328
4674,0.4301157396290549,0.4697,0.366,0.328
6929,0.4310593672462124,0.4704,0.365,0.328
3249,0.4310677962060265,0.4705,0.365,0.327
5396,0.4320103339983572,0.4716,0.365,0.326
4355,0.4320748150931421,0.4717,0.364,0.326
2534,0.4329874868595555,0.4727,0.364,0.325
3788,0.4330395359766968,0.4729,0.363,0.325
3083,0.4340407338934265,0.4734,0.362,0.325
2203,0.4340882726573024,0.4737,0.362,0.324
4630,0.4350912687006197,0.4747,0.361,0.324
3242,0.4351027749731372,0.4748,0.361,0.323
2078,0.4362161515711542,0.4756,0.36,0.323
5183,0.4366440684977123,0.4759,0.36,0.322
7833,0.437065701859382,0.4761,0.359,0.322
8344,0.4380291304103593,0.4765,0.358,0.322
8985,0.4384205492592777,0.477,0.358,0.321
1412,0.4393466319248237,0.4777,0.357,0.321
6968,0.4396114556321546,0.4781,0.357,0.32
5454,0.4402007628891111,0.4788,0.356,0.32
7677,0.4404312418345881,0.4792,0.356,0.319
568,0.44110126326269,0.4799,0.355,0.319
2755,0.4414421696006323,0.4803,0.355,0.318
8417,0.4422064256663872,0.4808,0.354,0.318
4000,0.4425695327501444,0.4814,0.354,0.317
638,0.4432773503520067,0.4822,0.353,0.317
6256,0.4434959674015631,0.4826,0.353,0.316
6631,0.4441682305975254,0.483,0.352,0.316
9848,0.444884048402868,0.4837,0.352,0.315
8645,0.4454153512389309,0.484,0.351,0.315
9135,0.4462329126083852,0.4846,0.35,0.315
405,0.4464877930237823,0.4848,0.35,0.314
2615,0.4473803125248594,0.4856,0.349,0.314
9329,0.4475144649295458,0.4859,0.349,0.313
8551,0.4482369514876725,0.4869,0.348,0.313
1954,0.448251267300534,0.487,0.348,0.312
4926,0.4492625097935613,0.488,0.347,0.312
1976,0.4496438107964338,0.4881,0.347,0.311
7027,0.4504890491278414,0.4892,0.346,0.311
4258,0.4505001710554016,0.4893,0.346,0.31
4958,0.451670503795171,0.4901,0.345,0.31
2198,0.451982299024511,0.4904,0.345,0.309
2361,0.4524759525985018,0.4907,0.344,0.309
2614,0.4531670844132799,0.4915,0.344,0.308
3733,0.4534398927423745,0.4919,0.343,0.308
1272,0.4541266345286525,0.4927,0.343,0.307
3481,0.4544968982305312,0.4932,0.342,0.307
2851,0.4550614646023374,0.4938,0.342,0.306
264,0.4556431873924046,0.4943,0.341,0.306
2253,0.456333888656261,0.4949,0.341,0.305
1385,0.4565957718019672,0.4951,0.34,0.305
